,subject_id,session_number,session_type,score,metric,n_voxels,wmp_first
310,avatarRT_sub_25,3,OMP,-0.0148981230648242,delta_EVR,1453.0,False
311,avatarRT_sub_25,3,OMP,-0.16,delta_BC,1453.0,False
312,avatarRT_sub_25,2,IM,0.0170218181774681,delta_EVR,1453.0,False
313,avatarRT_sub_25,2,IM,0.4000000000000002,delta_BC,1453.0,False
314,avatarRT_sub_25,4,WMP,0.0104674273537433,delta_EVR,1453.0,False
315,avatarRT_sub_25,4,WMP,0.4399999999999999,delta_BC,1453.0,False
316,avatarRT_sub_25,3,OMP,-0.0148981230648242,delta_EVR,1453.0,False
317,avatarRT_sub_25,3,OMP,-0.16,delta_BC,1453.0,False
318,avatarRT_sub_25,2,IM,0.0170218181774681,delta_EVR,1453.0,False
319,avatarRT_sub_25,2,IM,0.4000000000000002,delta_BC,1453.0,False
320,avatarRT_sub_25,4,WMP,0.0104674273537433,delta_EVR,1453.0,False
321,avatarRT_sub_25,4,WMP,0.4399999999999999,delta_BC,1453.0,False
322,avatarRT_sub_25,3,OMP,-0.0148981230648242,delta_EVR,1453.0,False
323,avatarRT_sub_25,3,OMP,-0.16,delta_BC,1453.0,False
