,subject_id,session_type,proportion,MSE,true_score,instantaneous_density,proportional_density,max_normed_density,z,pval_2t,metric,simulated_change,percentile,absolute_z
2,avatarRT_sub_17,IM,0.2,0.000763904017572467,-0.08411820715643634,13.875275523041948,0.7236501676132853,0.7256360903312175,-0.8754847786881592,0.38131018872077727,variance,realignment,0.61799998,0.8754847786881592
3,avatarRT_sub_17,IM,0.2,0.015136412508497184,-0.2487238498357489,2.437406483005868,0.5189604297916144,0.5247656590775525,-1.0405813292967534,0.2980699001953604,entropy,realignment,0.6979999800000001,1.0405813292967534
0,avatarRT_sub_17,WMP,0.2,0.0016121782183250656,-0.008139894450731877,4.265827113379982,0.21650844434455502,0.2201731678235893,-1.7899072049737417,0.07346883038510293,variance,subselection,0.94399998,1.7899072049737417
1,avatarRT_sub_17,WMP,0.2,0.013276002319039436,0.06899395060865476,0.5841592924401147,0.054748638870610086,0.05871656951693581,2.453964721605654,0.014129084205025285,entropy,subselection,0.98000002,2.453964721605654
2,avatarRT_sub_17,WMP,0.2,0.0006077804503043904,-0.008139894450731877,14.191575772565646,0.7281759082586892,0.7293680035012844,0.7490514567307929,0.4538261916927384,variance,realignment,0.54400002,0.7490514567307929
3,avatarRT_sub_17,WMP,0.2,0.0260358189574061,0.06899395060865476,1.1790747303855247,0.2424787163950506,0.24551954678642604,-1.6851230484409985,0.09196483365657249,entropy,realignment,0.88799998,1.6851230484409985
0,avatarRT_sub_18,IM,0.2,0.00024173632948361714,0.014801827175476595,24.710099054410996,0.7694042175997545,0.7708071139335793,-0.7511778984598082,0.45254559954903595,variance,subselection,0.54199998,0.7511778984598082
1,avatarRT_sub_18,IM,0.2,0.006491781562103429,0.011568060402756153,3.1586628153618204,0.35515382092494424,0.3637841895044185,1.4761211117354047,0.1399113823262594,entropy,subselection,0.85000002,1.4761211117354047
2,avatarRT_sub_18,IM,0.2,0.0005559712598040583,0.014801827175476595,15.075990300732972,0.7213656092440199,0.7249140972959299,0.7330000059370325,0.4635584257737245,variance,realignment,0.54400002,0.7330000059370325
3,avatarRT_sub_18,IM,0.2,0.0032512323272681377,0.011568060402756153,6.6297827423635445,0.9766008350566993,0.9769337445904553,0.11019697635965628,0.9122531601866373,entropy,realignment,0.07600001999999989,0.11019697635965628
